流水號,名稱與備註,教授,學分,時間,教室,選修別,全與半,分發條件內容
01068PE2301-F,健身運動Power Exercise限二三四年級未修過健身運動者,吳治翰,0,四34/*-健身,其他-健身教室,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01069PE2322-*,適應體育Adapted Physical Education須持近三個月內教學醫院診斷證明,張桂菱,0,二9A/YH-YH-3,體育館(依仁堂)-體育室會議室,必修,半,[]
01070PE2331-A,桌球入門Table,吳文郁,0,二56/YH-國民,體育館(依仁堂)-國民運動中心,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01071PE2331-B,桌球入門Table,吳文郁,0,二78/YH-國民,體育館(依仁堂)-國民運動中心,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01072PE2331-C,桌球入門Table,吳文郁,0,三34/YH-國民,體育館(依仁堂)-國民運動中心,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01073PE2331-D,桌球入門Table,吳文郁,0,四34/YH-國民,體育館(依仁堂)-國民運動中心,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01074PE2381-A,定向運動Orienteering限二三四年級未修過定向運動者,余宏群,0,二56/TR-A204,教研大樓-A204,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01075PE2381-B,定向運動Orienteering限二三四年級未修過定向運動者,余宏群,0,四56/TR-A204,教研大樓-A204,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01076PE2411-A,健康慢跑Healthy jogging限二三四年級未修過健康慢跑之學生與課號PE,吳治翰,0,一78/YH-操場,體育館(依仁堂)-操場,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01077PE2411-B,健康慢跑Healthy jogging限二三四年級未修過健康慢跑之學生與課號PE,吳治翰,0,四78/YH-操場,體育館(依仁堂)-操場,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01078PE2422-*,現代舞Modern dance限二三四年級未修過現代舞者與課號PE,張桂菱,0,二78/YH-舞蹈,體育館(依仁堂)-舞蹈教室,必修,半,"['身份:限尚未修畢兩門大一體育及三門體育必修興趣選課之104學年(含)以後入學大三、大四生。', '學制:限學士班。年級:限二年級。', '身份:限修畢兩門大一體育及三門體育必修興趣選課者。']"
01079PE2602-*,男子籃球隊Men,張哲千,0,六34/*-籃,其他-籃球館,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01080PE2612-*,男子排球隊Men,陳政達鄭貴中,0,六34/*-排,其他-排,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01081PE2622-*,男子棒球隊Men,邱文聲,0,六34/*-壘球,其他-壘球場,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01082PE2642-*,男子羽球隊Men,黃相瑋,0,六34/YH-YH-2,體育館(依仁堂)-羽球館,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01083PE2652-*,男子網球隊Men,張哲千,0,六34/*-網球,其他-網球場,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01084PE2662-*,男子桌球隊Men,吳文郁,0,六34/*-國民,其他-國民運動中心,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01085PE2672-*,男子高爾夫球隊Men,陳政達,0,六34/YH-YH-1,體育館(依仁堂)-依仁堂,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01086PE2682-*,男子游泳隊Men,沈淑貞,0,六34/*-室內,其他-室內游泳池,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01087PE2692-*,男子柔道隊Men,劉振華,0,六34/*-柔道,其他-柔道教室,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01088PE2712-*,男子跆拳道隊Men,余宏群,0,六34/*-柔道,其他-柔道教室,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01089PE2722-*,男子田徑隊Men,吳治翰,0,六34/*-田徑,其他-田徑場,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01090PE2732-*,女子籃球隊Women,陳冠錦,0,六34/*-籃,其他-籃球館,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01091PE2742-*,女子排球隊Women,陳政達鄭貴中,0,六34/*-排,其他-排,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01092PE2752-*,女子羽球隊Women,黃相瑋,0,六34/YH-YH-2,體育館(依仁堂)-羽球館,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01093PE2762-*,女子網球隊Women,張哲千,0,六34/*-網球,其他-網球場,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01094PE2772-*,女子桌球隊Women,吳文郁,0,六34/*-國民,其他-國民運動中心,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01095PE2782-*,女子高爾夫球隊Women,陳政達,0,六34/YH-YH-1,體育館(依仁堂)-依仁堂,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01096PE2792-*,女子游泳隊Women,沈淑貞,0,六34/*-室內,其他-室內游泳池,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01097PE2802-*,女子柔道隊Women,劉振華,0,六34/*-柔道,其他-柔道教室,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01098PE2822-*,女子跆拳道隊Women,余宏群,0,六34/*-柔道,其他-柔道教室,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01099PE2832-*,女子田徑隊Women,吳治翰,0,六34/*-田徑,其他-田徑場,必修,半,"['性別:限女生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限女生。', '學制:限學士班。年級:限三年級、四年級。性別:限女生。']"
01100PE2842-*,舞蹈隊Dance Team初選者需經教練同意,張桂菱,0,六34/YH-舞蹈,體育館(依仁堂)-舞蹈教室,必修,半,"['身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。', '學制:限學士班。年級:限三年級、四年級。']"
01101PE3602-*,男子籃球隊Men,張哲千,0,六34/*-籃,其他-籃球館,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01102PE3612-*,男子排球隊Men,陳政達鄭貴中,0,六34/*-排,其他-排,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01103PE3622-*,男子棒球隊Men,邱文聲,0,六34/*-壘球,其他-壘球場,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01104PE3642-*,男子羽球隊Men,黃相瑋,0,六34/YH-YH-2,體育館(依仁堂)-羽球館,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01105PE3652-*,男子網球隊Men,張哲千,0,六34/*-網球,其他-網球場,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01106PE3662-*,男子桌球隊Men,吳文郁,0,六34/*-國民,其他-國民運動中心,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01107PE3672-*,男子高爾夫球隊Men,陳政達,0,六34/YH-YH-1,體育館(依仁堂)-依仁堂,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
01108PE3682-*,男子游泳隊Men,沈淑貞,0,六34/*-室內,其他-室內游泳池,必修,半,"['性別:限男生。身份:限修畢兩門大一體育及三門體育必修興趣選課者。', '學制:限學士班。年級:限二年級。性別:限男生。', '學制:限學士班。年級:限三年級、四年級。性別:限男生。']"
